"text","true_label","predict_label"
"去了趟政变国回来，好多事情out了，＂海燕，你可长点心眼儿吧！＂＂休假式治疗＂这些都几个意思啊？咋人人都说啊啊啊？[抓狂][汗][疑问]","消极","消极"
"呀！！刚过七一了！要不等8?1？！不会哭的孩子没奶吃！！[吃惊] //@腹黑小玉米: [怒] //@废人王: 这个一定要在今天发//@小浣熊0728：@小浣熊0728:真正的英雄就是这个结局，讽刺的","消极","消极"
"感谢朋友们的热情支持，南昌的活动举办得很好，很成功，可惜时间太紧，没能与大家做更多更深入的交流，遗憾！我还会来的。朋友们，再见了![泪]","消极","消极"
"[哈哈] //@吉普寨老农: [汗][汗] //@雾海-危岩: //@?knowtthetruth09://@八世杰克: [馋嘴][偷笑][哈哈]//@贺江兵: [哈哈]//@麦田: [哈哈]//@西门媚: [抓狂]//@l老瞿:哈哈哈 //@POCKEY_LAI:?不?最後保洁大姐?名","消极","消极"
"欢迎来天朝绝食。 //@陈常江:昂山看来就要彻底成敏感词了//@芡哥的打字机://@北京厨子: 巴掌大个缅甸，欺我中华无人！呃。。。。。。我中华确无人。。。[失望]","消极","消极"
"厦门沙丁鱼般BRT,GET[衰] 我在这里:http://t.cn/z8A5qHN","消极","消极"
"男人容易吗？ //@湘潭广电言思豫:额……谭总，你太坏了[抓狂][抓狂][抓狂]","消极","消极"
"#我们好像在哪见过# 带着新书去巴厘岛，出师不利，航班延误1小时，不过小伙伴们终于聚齐了，这次阵容强大，据说那边都是阴雨天，不过我们的行程就是吃吃睡睡，仿佛比较休闲啊！跟大家问个早！我已经一天没睡了[晕]傍晚巴厘岛见！ 我在这里:http://t.cn/8kREzAu","消极","消极"
"传说中会有大地震的6月18号。现在已经到了?[晕]","消极","消极"
"[晕][晕][晕]听说最快也要七点多才能开席。这让早已习惯了杭州婚宴六点十八进场的我情何以堪。@近猪者吃呀 我是不是要先买个汉堡啃啃？[挖鼻屎]","消极","消极"
"报告显示2013年上半年，全国三星级及以上星级饭店对2013年至2015年酒店市场前景判断为“非常乐观”或“乐观”的占26.1%，对前景判断为“非常不乐观”或“不乐观”的占31.1%；五星级饭店同类数据分别为31.5%、29.1%；四星级饭店同类数据分别为23.5%、30%；（这个数字有点[晕]） http://t.cn/z82QPG7","消极","消极"
"//@冷爱: 中了六枪，我是24K纯金?丝啊[泪]","消极","消极"
"节约成本是铤而走险的理由呢[晕]还是牟取暴利的贪婪所致[汗]有毒食品已经让老百姓活不下去了。。 @杨锦麟:?世用重典，盛世或???程中，?於那些在食品安全??上?教?犯，蔑?法律，蔑?人民生命的奸商和唯利是?的官??，也要用重典，??赦，即使不?，也要?他??狗娘?！?","消极","消极"
"回复@京城新能源张可一:终于拍完啦，五个小时，累死我啦[抓狂] //@京城新能源张可一:我们也拍了，我是喜欢拍照","消极","消极"
"最开心的时刻就是和熊胖胖一起烧烤。。看着他的鼻子被木炭弄脏，俩人搭着帐篷吃着烤串，吹着小风，很幸福。。。可惜最近信息多的脑袋都要炸掉了。。没空琢磨这事了。。[泪]@张熙","消极","消极"
"您试试，点这个 ：http://t.cn/8FUsjQf，可以不可以听到？ //@音乐人西域胡杨: //@姚俊宇jiafei:可惜有事听不了[泪] //@设计迪里: //@Mr汪wangspring: 谢谢@央广雅萍 http://t.cn/8FhcUcP [??包?][给力]","消极","消极"
"一念天堂一念地?[失望][蜡烛]","消极","消极"
"原定11点起飞到北京，现在还在温州机场待飞！我今晚的活动，估计，估计，估计！[泪]","消极","消极"
"挑挑就好了，培养咱家儿子干这事//@咿咿呀呀稻草人:我是伪有机吗？我确实怕虫子[悲伤][悲伤]//@余地农庄:回复@萤火虫的品质生活:以后我们卖虫子吧？ //@萤火虫的品质生活: @余地农庄 的芹菜在冰箱放了一周虫子还活着 //@跨栏儿他爹:这个的确怪我！我家虫子与菜是共生关系！","消极","消极"
"经营婚姻，明天大结局了[抓狂][思考]","消极","消极"
"同感，所以我们更要珍惜每一天，珍惜跟亲人、朋友在一起的时光！ //@加州的阳光sally:回复@于英钊:是啊  //@于英钊:人到中年的无奈，我和sally姐一样。。。[泪] 迎来送往，无奈。  //@加州的阳光sally:回复@悠悠英伦-逍遥蓝调:是啊，白天上班，晚上跑两家医院累死我了 。你回英国了吗？ ","消极","消极"
"今晚，还是火锅，还是。[泪][泪]这样健康会打折的！ 我在:http://t.cn/zYFkv9J","消极","消极"
"BB一叫二十年[衰]","消极","消极"
"海哥，我可以当做你在夸我么。。[衰]//@嘻哈包袱铺陈曦:兄弟人贵在有自知之明，你实在太贵啦","消极","消极"
"原来是因为休息区比较凉快[衰]","消极","消极"
"是正式挂牌五星级酒店...小编激动的心情木有抑制住,打错字儿了[泪][泪],感谢@nokiacool2011的提醒,请大家见谅哇[可怜][可怜]","消极","消极"
"我真的很不会讲场面话[晕]哼，碎觉！","消极","消极"
"各种羡慕嫉妒狠！现在要去报名此团晚不晚？ //@艹艹西: 跟了一名把减肥视为毕生追求且已确诊是厌食症患者的团长..旅行显然少了一半乐趣..我误入歧途悔不当初啊[泪]..","消极","消极"
"见过悲催的，没见过这么悲催的。大晚上等公车半个多小时才来；快到家了才想起来没带钥匙。只好乖乖来到上地城铁M家等老公。恨啊，一会要去吃各种串解恨[怒][怒][怒]","消极","消极"
"童鞋们以后不要打的了，都克挤公汽吧[泪]","消极","消极"
" //@天津老马: //@记者王维://@策划人许挺: //@韩志HZ:转发过1500，我也加赠一套！//@阿丁: 加一转//@冯俊文: 已经快900了，三本热乎乎的《梁启超传》眼看不保[泪]//@冯俊文: 【转发过千，个人加赠3套】丁哥3+1套《梁启超传》如约送出，剩下三套呢？","消极","消极"
"[怒][怒][怒] //@河上-高惠君:轻松实现了中国梦[生病]//@艺术工作者梁克刚: [怒]//@费明微博://@正义者公益联盟: 关注//@于建嵘: 为儿子上学去上访，就被刑事拘留？！此案真实情况如何？如果如律师所言，公安如何面对「中华人民共和国宪法」？！","消极","消极"
"【欣。包包】看上的两款包包没货啦！！！不靠谱的店家，说是生意太好，实体店在五一的时候都卖完了。。我被淘宝伤惨了。[泪]@水褶湄 @小木尔归来 [委屈]我要化悲痛为动力，出门走走，呼吸新鲜空气去。。。[阳光][微风]","消极","消极"
"回复@Lee_小闹:0.0如果他们来的话。我一定提前通知你啦~~打飞机过来。哈哈哈[偷乐] //@Lee_小闹:罗志祥李敏镐何时去？[泪][泪]","消极","消极"
"爱放几种放几种！我不吃！//@杜松创享生活: //@信息时报:#雪糕添加剂#雪糕中食品添加剂数量的多少，和雪糕价格也有关系。售价三四元一盒的雪糕,食品添加剂数量大都在10种以上；二三十元一盒的雪糕,添加剂数量大都有五六种；而一盒售价27元的八喜雪糕，仅有5种添加剂。[晕] 童鞋们，你怎么选择雪糕呢？","消极","消极"
"真心酸啊！是真是假已经不重要了！航空公司在干什么！溅到家了！！ //@tttbee:围观围观 //@20sth:唔系化。。。//@hyjy2013: //@舜哥老豆: //@?-------?: 求辟谣@南方都市报 //@大湿胸罩你:南航很为难？？？？？//@ATR小蜜蜂:是真的么//@胖胖_裴:无语//@SDAP:移民吧 //@zatala://@飘落凡间娜:[怒]","消极","消极"
"[泪]一个又一个MY //@梁家盟:马勒隔壁的。//@凤凰财经:通胀使你的实际工资被悄悄转走而越来越缩水，而且你还很可能因此失业，连这点工资都不会有。市场被破坏，萧条必来临，但却常常被认为是市场本身有周期。你觉得这符合这几年的体验吗？","消极","消极"
"[馋嘴] //@烧土大鱼:我们上次去黄松峪水库，边儿上那哥们儿钓了四个大草棒子，五十多斤啊[抓狂]// @迷彩空间 :这鱼不小，话说你们就不能下周再去吗，下周孩子就考完试了[呵呵]//@大付中国: 给圈炖鲫鱼汤吧呵呵","消极","消极"
"【#我爱满堂彩#――乐呵微直播】鸭子是怎么游到木桶里的呢？放慢10倍演一遍如果还看不懂的话是不是就。。。[泪][泪流满面]@邓男子 你不要赤裸裸地嫌弃我们@迟永志 了[阴险] 再说了他哪有什么以前的爱人啊？有的只是一只木桶而已 [偷笑]PS：最上镜的就是那只鸭子！[耶][耶]","消极","消极"
"谁说喝茶提神？船上摇了车上摇，本姑现在瞌睡都来昏老[晕][睡觉]//@杨舜ART:是陈年六堡茶，野生古树生普，有机新龙井，我的看家好茶都贡献出来鸟。。。还有这个野生菌伊比利火腿炒饭，真的是从牙缝里给你省出来的，今天我自己一口都没吃上呢，不过看你们吃得这么欢，我也满足啦！[雷锋]","消极","消极"
"[怒][怒] //@眼里进了砂://@IT猎头Frank万: 某些人太把自己当回事了 这哥们会被开除吗？//@互联网老猎人: 活该！//@互联网的一些事: 这事谁牛B了？一个ICU，一个刑事。","消极","消极"
"如果60岁我们都被毒死，国家就可以不用付养老金了[衰] //@o兰毛毛o:希望能引起领导们注意，民生才是解决一切问题的根本！！！","消极","消极"
"贩卖青春和梦想是芒果台的专长啊！讨厌，我要哭了！第一次那么真切的觉得，虽然心里还像个孩子，但是自己真tm老了！当年看快男超女的时候我也和台上的选手一样才十八九！ 现如今的选手还是十八九，我都也快30了！[泪]","消极","消极"
"早上醒来的时候隐约记得昨晚周贱贱给我打了个电话，于是问他是不是有这回事。他来一句，我擦，这么浪漫的事你都不记得了？[衰]#把石榴当成生日礼物的男朋友就是这样浪漫的#","消极","消极"
"[泪]//@豁豁蝎_总是爱折腾和想太多:我看到了新?","消极","消极"
"#可可物语#我很喜欢这只球。。。OMG！谁把我的球变没了[抓狂]","消极","消极"
"黄油蟹的季节又到了 //@庄泳joey: [抓狂][抓狂][抓狂][抓狂][馋嘴][馋嘴][馋嘴][馋嘴][馋嘴]找个周末去吃","消极","消极"
"[衰]王老师你还能再吭叽点儿么。。。@朱大象","消极","消极"
"今天是我们户外总领队杨粉帅的生日。。生日快乐！[蛋糕]//@杨粉帅: [泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪]杨小贱太贱了在北京感谢大家的祝福，祝愿游局网的挚友们顺利平安的到达布达拉宫的广场前，我的心与你们同在","消极","消极"
"去年看了直播~[带着微博去旅行][抓狂] //@妹莉十足:来世，做飞鸟展翅翱翔，世界尽收。//@严志刚://@新浪图片:死了也要飞[good]","消极","消极"
"怎么办从smash就不喜欢她，怎么看还[泪][泪]","消极","消极"
"“人只要一过三十，日子过的快的会犹如飞奔”，有同感!也有人说，过了四十会觉得更快！可是如何能让40岁不来呢？[抓狂]","消极","消极"
"[晕]订的Ipad还没到[汗]","消极","消极"
"苍天啊，你看看开开眼吧，还有没有王法啊？[泪]（这是反映旧社会电影里的经典台词...）//@子在圳上曰: 结果何在？！――令人发指！这明明是一伙暴徒！一伙假借执法破坏社会和谐、蹂躏法律、残害人民群众的违法暴徒！！！","消极","消极"
"瞬间被不知是哪里的水军@了上百次。叔实在不需要饮水机哦，放过我吧亲[泪]不过还好不是一次一次@，技术真先进，不然就疯了[抓狂]","消极","消极"
"//@?廉V：[泪]","消极","消极"
"大清早看见这个一肚子不开心[怒]","消极","消极"
"举手。  //@苏客同学:第一次这样骑车就与张着血盆大口的下水道擦肩而过的同学至今心有余悸！[衰] //@Libertango_2011: 哈哈，不是帅过，是狠狠地摔过，裤子都摔破了:(//@jess2129://@阿玛达柏兰: 哈哈，想起小时候刚学自行车，个子不够高，骑父亲的永久28的模样[可爱]","消极","积极"
"起个大早，哪有我这么敬业的，11点集合现在准备出发的，[泪][泪][泪]着头发是不是有点像女人[思考][思考][思考]","消极","消极"
"房子七十年到期后归属国家，重置属于二套，不得贷款且需缴纳增值税。有些眼下你认为极不靠谱的法规早晚都会出台执行。[衰] //@任志强:重在保护政府的利益。","消极","消极"
"这都怎么了？ //@电影人110:凶手忒操蛋了！千刀了他。。[怒] //@程伊7513: 小心小心。//@吴奕辰爱打酱油:omg！大家坐地铁小心点 //@乔怡然:[红丝带]尽快破案","消极","消极"
"哈哈哈 //@暖被窝__: @王晶Bella  我是不是这样的[泪]","消极","消极"
"粢饭糕[泪][泪]//@浮云老白:原来是这个，食堂有段时间早晨有，后来就没了，后来搬到陆家嘴就更别想了，好吃。","消极","消极"
"坏人们！[怒] //@刘展耘:同同?~ //@伍餐肉:同? //@心泉之家:@熊丽电台 @李小妮 你们俩不后悔吗？","消极","消极"
"亲爱的！！！我只要那。。。一封带有文档附件的邮件做[礼物]哦！！！再无所求[悲伤]","消极","消极"
"一次想走就走的冲动，好期待~~~加油 //@张楠w:介为独行侠跟@vivi微微 跟你有同样的旅行冲动,就是拿着一国的申根签证畅游25个申根国[抓狂] //@田十川: 帮你转下喔！很棒的主意！","消极","消极"
"单位电梯又出状况了，又是可怕的二楼~按报警铃也不好使啊~~啊啊啊~~~我联通卡微弱的信号啊，终于打出去电话了，得救了~[泪]@中国联通 @哈尔滨联通 @中国联通客服 @中国联通黑龙江客服@黑龙江联通 @黑龙江联通网上营业厅","消极","消极"
"[泪] //@桃子淘乐:牛泪了~[泪]","消极","消极"
"悲哀呀[怒]","消极","消极"
" @本命年--国君   怎样了？没事了吧！！昨天还没喝痛快你就跑啦！！[怒][怒][怒][怒]哪天继续","消极","消极"
"转给准妈妈们//@QQINSH:虽然晚一天，也算儿童节的礼物吧[可爱]想起我昨天的微博，终于知道那些没有教养的孩子是怎么给惯出来的。[衰] //@北黑: 告诉家里老人保姆：哭的孩子不要抱、绝对不能比大人多穿衣服、专注于游戏时千万别打搅（提醒喝水吃东西等等）、只要不死人鼓励ta做任何事！ /","消极","消极"
"开通了虚拟主机，上传了文件，可是访问域名却访问不到。肿么回事？[泪]","消极","消极"
"北安，我的老家！[泪]遍地农场，满山大豆。50万亩小意思！[酷]冷链！@记微侦探的佐餐小屋 //@王岩52377-地产:回复@西安范朝阳:多了个3吧？  //@西安范朝阳:333平方公里？他们做什么呢？ ","消极","消极"
"哄儿子睡觉是件危险的事，鼻梁被撞歪了，不夸张[泪]","消极","消极"
"冷，也许一会就热了。刚才听我台，说今天的PM2.5 是280多，好天气！！！！太适合跑步了[衰]。赶紧热身。。。。","消极","消极"
"回复@有福社长:不明觉厉[哈哈] //@有福社长:[哈哈]喜大普奔 //@好人老周:洪兄高人啊[赞]，佛偈深奥，惭愧看不懂[泪] //@洪怀懋:一票满仓，经常要开大奔出去海里。 //@好人老周: 佛塑科技应该还有行情 //@金融John: 东易日盛？新股要作死啊","消极","消极"
"今天中午《航空在线》11：00――11：30和您直击这一事件@fm1039旅途 @北京交通广播 //@1039志梅: [蜡烛][伤心][心]","消极","消极"
"[泪][泪][泪]//@Estee娃娃妈:可怜的大白猫。。。。//@倩倩怡: //@小5寄养:紧急求助！","消极","消极"
"与时俱进，无孔不入//@乌云-漏洞报告平台:咳 继邮箱之后下一个崩溃的认证机制就是手机短信认证[泪]","消极","消极"
"嗯 //@微博新鲜事:#炫富大赛#右边…啊多么痛的领悟[蜡烛]比赛结束请各位各自回家治疗吧[泪]//@赛县长: 你哦什么？！以为中国首富是你爹吗！（555，真的是你爹…… //@王思聪:哦","消极","消极"
"别提了,郁闷死了,我和你二哥跟璇,这个堵啊,都快疯了![怒]","消极","消极"
"没有没有，能给大家带来欢乐就好了 //@熊duangduang:哈哈哈[挖鼻屎][挖鼻屎] 各种的丢人啦[衰]但这可是爱心熊呢 //@墙根网-蜗牛:哈哈...@Janelee-beijing","消极","消极"
"接新工作，每天都工作到两三点，第二天就不管不顾的去上班了。看到@How-is-My-Princess 童鞋的朋友圈，即便是高强度的工作每晚都会烫好第二天要穿的衣服。我真是该检讨自己。[失望]","消极","消极"
"会的//@段怡辰的小情绪难以自控: [失望][蜡烛]它还会给那边继续带来欢乐的","消极","消极"
"我哇哇的哭[泪][泪][泪][泪][泪][泪][泪][泪][泪][泪]","消极","消极"
"晚上睡不着，数羊吧。喜羊羊、美羊羊、懒羊羊、沸羊羊、小肥羊、海底捞、东来顺、麻酱小料、辣椒油、糖蒜、香菜、金针菇、虾滑、宽粉、海带。。。……...Zz..Zz..Zz..Zz.....Zz..Zz..Zz..Zz..[抓狂][抓狂][抓狂]","消极","消极"
"我们真是太极品了~我靠( ?o′)凸 [晕]","消极","消极"
"感动了，可以哭吗？[泪][泪]","消极","消极"
"好的音乐听了真的想哭 这个内蒙古人唱的太动人了?感动[泪]","消极","消极"
"一想去，就有事[泪]//@唐建光:","消极","消极"
"几个意思。 //@贝塔楠头天然呆:[抓狂]//@抹茶小起司:哈？[泪][泪][泪]//@小二黑妖:[衰] //@布头子:我靠？！@_可以吸的CC_ ？！","消极","消极"
"[泪][泪][泪][泪][泪][泪][泪][泪][泪]，哭完睡觉去，明天还得继续战斗呢。。。祈祷从现在开始一切顺利，[ok]。。。晚安全世界。。。","消极","消极"
"难道这是拍摄团队么，呵呵//@Erixmas：@小悟空 @7i7idesign @Maki-蕾 @丶革命 @陈蜀曼 //@谈雅：@Erixmas  。。。。。。好像是你们做的那个哦！//@姜培枫：是一个很难选择的问题啊，，，，，//@徐铛铛徐大民：这个这个这个[晕][吃惊][哈哈]…… //@姜培枫:如果给你一个机会回到从前，你会做什么","消极","消极"
"回复@虞钧:那位人事小二把淘宝的客服电话给了老大爷，但老大爷怎么知道如何维权呢？无良的孙子，吭死你爷了，他是从崇明赶到市区的，我去啊[怒] //@虞钧:阿里巴巴回复，此事应该去找他儿子淘宝","消极","消极"
"为什么我不在现场，为什么我不在[崩溃]真的很美味呀[泪]","消极","消极"
"没事。只有加过八块的才知道一脚油门一脚刹车是不对的 //@sisterDDbaby:肿么那莫点背[抓狂][抓狂][抓狂]","消极","消极"
"回复@毛毛wish:怎么吃得下去啊。。[吃惊]我要是每天吃三个，肯定就能减肥成功了~~[泪] //@毛毛wish:我今日已吃三个。","消极","消极"
"回复@angel随遇而安:[爱你][爱你]我们口味相近呢……小妞，我想你了……啥时候来看我……[泪] //@angel随遇而安:[偷笑][偷笑]我也喜欢。","消极","消极"
"等会儿……你等会儿……不对……最近活动有点多……你等我理一理啊……[晕]","消极","消极"
"啊啊啊！！话剧北京看不到看不到看不到[泪][泪][泪][围观][围观]//@陈仲明: 面包?三部曲已?第二度?急加印了[啦啦啦啦][拍手][撒花][撒花]","消极","消极"
"看后多想想[泪]","消极","消极"
"休息下，喝完这杯，就是开始加班出年报的节奏了[晕][晕][晕]（costa大师拉花新品：醇芝白咖啡）","消极","消极"
"上午从北海紧赶慢赶，至南宁机场。告诉超载不给换登机牌，调了个航班到都快到了，告诉昆明大雨至无法降落，降北海等着[晕][晕][晕]@Wow_Icy  @扬扬洒洒大姑娘 @小黑大魔王 @少侠_s  @公子莫相思 @蓝瓶xi @陆美妤 @旖旎乖 @费西路@曾祥春 我在:http://t.cn/zW0NLcN","消极","消极"
"绝种了 //@Kumiko薇:很想有[衰]","消极","消极"
"好的! 欢迎你[可爱] //@美女芳芳宝贝://@欢乐地中海蓝: //@开心的殷雪: 我也要一个好不好啊~//@苏西黄David: //@于春燕yuchunyan:?我…?我…?我……[抓狂][抓狂][抓狂][抓狂]","消极","消极"
"鄙视[怒] //@莫敢:转发微博","消极","消极"
"早日缉拿凶手！ //@不肯当记者:畜生//@weino520://@数字熊猫://@小金霸王-潴小?: 他妈的禽兽不如啊！！！[怒]//@Telfair爱喝果汁的: //@大狐狸_Joki_: //@Ki麟: 转发微博","消极","消极"
"某个笨人，我在的时候开的好好的，一外出就出车祸，这下可好，修修就是一周，出门啊不方便 [抓狂]","消极","消极"
"昨天晚上睡不着玩了模拟人生，现在困得要屎！！！[衰]","消极","消极"
" //@_SmilE-QueeN: [泪]//@时尚经典语录:[泪]","消极","消极"
"【最近巨火的4大驴友高级自黑文】1、《女文青进藏不完全手册！！》作者：扬卡洛夫milan（藏民）；2、《吐蕃料理异闻》作者同上；3、《欠两千块房费的女文青跑了》by 李菌子（@天涯社区）；4、《壮丽穷游香格里拉――教你如何免费吃住玩并且与康巴汉子结下深厚的友谊》by @?建塘 [衰]转来自省啊~","消极","消极"
"说话要有证据，不要＂据说＂，更不要靠造谣出名。[怒]","消极","消极"
"[晕]狗狗到底怎么就不文明了呢？ //@朱曦Cici：我完全不能理解这两者之间有什么关联。是为了日后评不上而找借口么？ //@KitkatWong:每次创文都会做一些变态事，因为变态，所以一直创不下来，然后又做更变态的。。。白痴 //@奥黛丽-东冬：[疑问]为什么要抓吖？最近貌似好频繁吖～ //@飞小鸟april","消极","消极"
"回复@Mr-Renp:你老说我，下次在说我就像那个小姑娘揍你~[怒] //@Mr-Renp:[衰]","消极","消极"
"介个乌鸦嘴[怒]～～","消极","消极"
"天那，有人懂么 //@大迦迦:跪求给猫治病的神医！！[泪][泪][泪]","消极","消极"
"我在这里: #上海浦东国际机场2号航站楼(出发)#T^T送人走[泪] http://t.cn/SVaNBV","消极","消极"
"哇哦，花瓣。。[圣诞袜][手套]你//@花瓣网: 感谢各界对花瓣的支持与厚爱！！！[泪][给力][圣诞树]//@gofeeling: 好吧， 真是有点受宠若惊， 经济之声是每次开车必听的电台","消极","消极"
"回复@乖乖Cindy:同求 //@乖乖Cindy:给个直播的地址啊，谢！ //@连鹏:不睡了，围观此事。这可比喜剧好笑多了～～不看绝对可惜哇～～[抓狂][嘻嘻]","消极","消极"
"十一长假结束了，讨厌的星期一又来了！[汗][抓狂] 图片是西方建筑发源地之一的希腊雅典的卫城，和所有的现代城市一样，雅典也面临着传统与现代发展的碰撞，他们不允许现代建筑遮盖古文明的风采，国家规定任何建筑物不能高于卫城。感受着卫城的圣洁典雅，断壁残垣上依稀可见的伟大雕刻太壮观了！","消极","消极"
"学校的兽医!你妹的你说你现在不看病,老娘以为你在忙什么,一低头看见你在逛淘宝!!淘宝是你丫的亲爹啊!!校医院果然就是家属后院,你们真特么的名不虚传![怒]","消极","消极"
"哇！！摩羯第一？介真的使真的么。。。@雪娜段  //@开心小栗子:第二名我也高兴，最近钱花的太吓人！[泪]需要进账啊","消极","消极"
"行，别待到周末就成 //@DJ晓妍:[good][good][good] //@新浪娱乐:怪不得北京这雨哗哗的[泪][泪]","消极","消极"
"回复@老实人孙洪亮: 哈哈，现在开始工作，评明年即12年的奖。谢谢提醒！ //@老实人孙洪亮:Yung Ho Chang, 2012-present？这是第五条，你要是再不管我可懒得提醒你了。 //@张永和:设计还是艺术？[晕] //@zhibubu刘治治:厉害了！@张永和","消极","消极"
"回覆@不可?的不高?蔡蔡:不好意思，原?你?去！！罪?罪?！！！ //@不可?的不高?蔡蔡:[衰]大晚上的 你?不回家！！神神神的！！?在海?鬼混 //@邱西-xi:???人家也想去...","消极","消极"
"Power love one ?? //@黄庆:Love, Win,tell...tell? //@DR杜然:我看到的是LOVE/LUST/FUN[衰] //@flypig: YOU TELL ME... 我瞎了","消极","消极"
"这就是我们的公仆当很多人找不到对象很多人纠结生育险能否请求补交当很多人为一个月的开支斤斤计较时我们的公仆在尽情的玩他们那层都好这口[怒][鄙视]伐克幼！","消极","消极"
"一 直没去过拉萨，居然[汗]//@后海吹小风儿: 没一个去过的！[怒]","消极","消极"
"[泪] [泪] [泪] [泪] [泪] [泪] [泪] [泪] [泪] [泪] [泪]  崩溃了~~~~~崩溃了！！！！！彻底崩溃了~~~~~！！！！！！！！","消极","消极"
"传说刚刚成都又地震了,俺没感觉到,各位成都的童鞋,有赶脚吗[晕]","消极","消极"
"回复@诗韵梦寻:嘻嘻…………亲……………… //@诗韵梦寻:回复@陈思元Cgoldy:谢啦,有这句话偶就非常非常感动啦![泪]","消极","消极"
"#敢吃逗你玩#一到这个点就开始琢磨晚上吃什么......亲，想破脑袋瓜子了吧[衰]","消极","消极"
"我多年树立起来的美好形象啊[泪]","消极","消极"
"刚去体检抽血，针管插进去看到血彪到试管里阿！一针管阿！????有点晕。。???手无力。。。赶紧吃点东西补补血。。[晕][晕][晕][晕]","消极","消极"
"二和五?[晕]","消极","消极"
"说好的一鱼八吃，猪是加菜好吧[挖鼻屎]//@南蛮洋芋:全猪宴的节奏[偷笑]//@菜农XX:女汉子 //@小小喔:拉@≈猪哥≈ 斩了，加一桌[怒]//@宜良大锅米线:您再忍忍[害羞]//@小小喔:折腾了一天，喔妈深深的发现就是在三八节前你们男人过节的节奏嘛[酷]//@宜良大锅米线:恭喜你，答对了！//@南蛮洋芋:猪锅不是这","消极","消极"
"哈哈哈哈[哈哈]//@鹦鹉史航: 不信不信不信[泪]图一好像尿渍[抓狂]","消极","消极"
"[吃惊]//@张小嗯V: [衰] //@南主脚:不下雨开始塌方了","消极","消极"
"在餐厅等了一个千刀杀的朋友一小时了！我要把整个餐厅最贵的菜点个遍来泄恨！[怒骂]","消极","消极"
"遇到过一次这情况，扭伤了脚[怒] //@半糖会很幸福的：//@李?Simon：天呐，就这样还整高铁呐，谁敢坐啊。//@_survivor_：太危险了//@小能一头：= =//@MissSammi：什么情况。。//@杉aza：天啊","消极","消极"
"昨天被马踩了脚，咬了手，今天脚磨出泡……对，是我的脚磨出泡，想的得通么[悲伤]还有，你们留意到我的马的腿型外八字[偷笑]","消极","消极"
"@红眼犀牛 和@段2 都搬走了，偌大的三室一厅，仅剩寡人一个了！品尝孤独寂寞的时刻来临了！！  [抓狂] [抓狂] [抓狂] [抓狂] [抓狂] [抓狂]","消极","消极"
"?炎反反??，看?明天?是得白粥[泪][泪][泪][生病][生病][闭嘴][闭嘴]","消极","消极"
"每听必哭[泪][泪][泪][泪]","消极","消极"
"72.5kg咯~~~~~~[泪]对于一名吃货来说这是有多么不易啊！不断有人跟我取经的感觉还是挺好的[偷笑]刚才我一姐们跟我说，她现在才有想法搬迁，而我已经开始精装修了！[哈哈]如今怎么吃都零负担无罪恶[耶]","消极","消极"
"居然不是榜首。 //@轻雪飘然: @realchi @_JIN_ @iceque @梦梦SUN  //@gaowen:[衰]","消极","消极"
"当世界，被风吹落，而我的脑海里却只有你在游荡....你是否忘记了我们的曾经？Im drenched in ur love....[心][心][伤心]","消极","消极"
"强迫症害死人，总觉得身上有灰[晕]","消极","消极"
"这还是人类干的吗？还教师？？令人发指！[怒][怒]","消极","消极"
"[泪]//@兔纸nana_KV: 我每次都在想出这种衣服的妹纸都是牛人！→_→//@太没品了: →_→[哈哈]//@辛巴达在路上: →_→最右好有经验//@张飞爱讲笑话: →_→//@睡前笑话: →_→//@极品黑: →_→//@最牛整人专家:可以开个档啊","消极","消极"
"我也要去你公司喝茶[泪] //@厨界祥哥:好啊，有空来公司喝茶顺带拿书。  //@3D珊蒂:祥哥，转发有抽奖吗？送一本给中奖的我吧！   //@张晨1016:推荐一本专业知识很强的厨房用书！[good]","消极","消极"
"这几天减肥又白减了，还是大晚上吃的啊[抓狂] [抓狂] [抓狂]","消极","消极"
"[嘘]//@快乐海豚9199: 公关[怒] //@雷泫生:[吃惊]//@IPO观察: 1、要向媒体交保护费。2、要请媒体人吃饭腐化他们。[衰][闭嘴]","消极","消极"
"明天没的过。今天没的偷[泪]","消极","消极"
"5点，天津机场?深圳机场?出租?深圳北?广州南?出租?琶州[抓狂][抓狂][抓狂]累 http://t.cn/zWcvVj1","消极","消极"
"爷这辈子再也不要吃它了[泪]想起我就恶心[生病][生病]那味道哟[吐][吐][吐]","消极","消极"
"[泪]收拾一下午屋子，现在又要开始工作，操心受累的丫鬟命。","消极","消极"
"外面寒风刺骨，房间躁热难耐，冰火两重天啊!让人无处躲藏。[抓狂][抓狂]","消极","消极"
"忙碌的周末赶场演出开始了。。。[怒骂]","消极","消极"
"京广桥[泪]","消极","消极"
"一年后的再相逢。[泪]","消极","消极"
"好好学习，天天向上[泪] //@大喜庆:无","消极","消极"
"回复@大珊宝儿:[泪]草莓季还有不到半个月了... //@大珊宝儿:超级无敌的好吃，强烈推荐哦~~~[嘻嘻] //@小杨楼的小杨:这个肯定好吃啊！[馋嘴]","消极","消极"
"[围观]普陀山计划两年之内上市，峨眉山已于五年前上市，九华山今年第三次闯关A股；五台山上市被政府列为重要工作之一。或有一天，导游会亲切地说：欢迎到中国四大佛教上市公司参观！[晕]","消极","消极"
